"name","rating","category","phone","website","address","maps_url","email"
"Results","0% busy at 6 am.",,"
098736 13392",,"
Pocket-H 49-64 Flats, POCKET-H, 141-B, Pocket H, Dilshad Garden, Delhi, 110095","https://www.google.com/maps/place/Imperial+Multi-Cuisine+Restaurant/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfba61b5d1f77:0x98e256be675f084e!8m2!3d28.6809422!4d77.3205111!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEWluZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11tg1kqlhq?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
085870 00709",,"
C2, Sector 14A, Block A, Sector 14, Vasundhara, Ghaziabad, Uttar Pradesh 201012","https://www.google.com/maps/place/Cocoon-+Eat.Play.Celebrate/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb1981cd01e3:0xe33041e69ded1720!8m2!3d28.6621243!4d77.3608243!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEWZhbWlseV9yZXN0YXVyYW504AEA!16s%2Fg%2F11lhcv7jyz?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
098185 50595","https://bikanervala.com/pages/dilshad-garden","
House No:-ZB-9-10-11/487, Dilshad Garden GT Road, Next To HP Petrol Pump, Dilshad Garden, New Delhi, Delhi 110095","https://www.google.com/maps/place/Bikanervala+%7C+Dilshad+Garden+Delhi/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb09a5c586f3:0x848b567b163d1446!8m2!3d28.6764034!4d77.317025!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEWZhbWlseV9yZXN0YXVyYW504AEA!16s%2Fg%2F11g9jmrt24?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D","customercare@bikanervala.com"
"Results","0% busy at 6 am.",,"
088601 90494",,"
F -45, Block E, New Seemapuri, delhi -95, Delhi, 110095","https://www.google.com/maps/place/PIZZA+TOWN/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbac69225d05:0xe4e6386f406e040b!8m2!3d28.6864156!4d77.3290482!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEHBpenphX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11sf2gsbhh?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
098186 36409",,"
G139, I Block Main Rd, Pocket 1, Block G, Block F, Old Seemapuri, Delhi, 110095","https://www.google.com/maps/place/IMRAN+ZAIKA+CHIKAN+POINT/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb21bbcf5127:0xd1fe257b7a12ee83!8m2!3d28.6822639!4d77.3311832!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEmNoaWNrZW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11h4gl381_?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 4 am.",,,"http://biryanimarkaj.com/","
shop no. 11 f block jama masjid gali, Dilshad Colony Rd, New Seemapuri, Dilshad Colony, Delhi, 110095","https://www.google.com/maps/place/Biryani+Markaj/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbac165d972b:0x5776411082877c5f!8m2!3d28.6867552!4d77.3278896!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEmJpcnlhbmlfcmVzdGF1cmFudOABAA!16s%2Fg%2F11gfd5dsn2?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
097173 62363",,"
Shop No 15, Dilshad Garden, Pocket P Road, Dilshad Garden, New Delhi, Delhi 110095","https://www.google.com/maps/place/Pummy+Food+Zone/@28.6903469,77.195621,12z/data=!3m1!5s0x390cfbaf22a87783:0xd850d53ae865c237!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb062a6fcb6b:0x8bded096cf917573!8m2!3d28.6864662!4d77.3231131!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBF25vcnRoX2luZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F1tsyhkx8?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,,,"
A-443, Block E, Old Seemapuri, Delhi, 110095","https://www.google.com/maps/place/Kingkong/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbaf6f431bd3:0xe9cd76da480220ea!8m2!3d28.6810471!4d77.329025!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11h37wm7k1?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,,"https://hotelklydegrand.com/f","
SK Klyde Grand, 37/1, Maharajpur, Sahibabad Industrial Area Site 4, Sahibabad, Ghaziabad, Uttar Pradesh 201010","https://www.google.com/maps/place/Bayleaf+Multi+Cuisine+Restaurant/@28.6903469,77.195621,12z/data=!3m1!5s0x390cfc99d42822d7:0x3d5e00ee95952996!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb46805a616f:0x7457c99a2d4d79c2!8m2!3d28.6532338!4d77.3268548!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEWluZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11v9gh84x2?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
099101 63427",,"
N-26, Block N, Dilshad Garden, Delhi, 110095","https://www.google.com/maps/place/Pokhra+MALAI+CHAP/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbaf23f9db81:0x60403d4ea3dd26a7!8m2!3d28.6861482!4d77.3235135!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEmNoaW5lc2VfcmVzdGF1cmFudOABAA!16s%2Fg%2F11b73jw5qs?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
085888 37593",,"
Block J, New Seemapuri, Dilshad Colony, Delhi, 110095","https://www.google.com/maps/place/BhogBilash+Tiffin+Service/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb3830e51585:0x11532ea7d42bb1ae!8m2!3d28.6854653!4d77.3280053!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBDXRpZmZpbl9jZW50ZXLgAQA!16s%2Fg%2F11t7hdz575?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","4.8 stars",,"
070421 89075",,"
SHOP NO. 1 G.F. PART OF, DDA Flats, 233-A, Pocket L Dilshad Garden Rd, Block L, Dilshad Garden, Delhi, 110095","https://www.google.com/maps/place/Bite+N+lick/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbe522a83489:0xf7ccf8e82ca08516!8m2!3d28.6828219!4d77.3231697!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBFGZhc3RfZm9vZF9yZXN0YXVyYW504AEA!16s%2Fg%2F11mw7q93tv?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
087501 41630","https://magicpin.in/New-Delhi/Shahdara/Restaurant/Zaika-Restaurant-And-Cafe/store/6139a1/?utm_source=gbp","
60, Pocket A, Bank Colony, Mandoli, Delhi, 110093","https://www.google.com/maps/place/Zaika+Restaurant+%26+Cafe/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb30914c680f:0x45b8fc70212abbaa!8m2!3d28.702893!4d77.312542!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11r4bgc2s0?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","4.6 stars",,"
093543 96700",,"
First floor-4B, DDA Market, Pocket L Dilshad Garden Rd, Block L, Dilshad Garden, Delhi, 110095","https://www.google.com/maps/place/Chatorey+Lounge+N'+Restaurant/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb86fc1aa027:0xe58e61630675cbe2!8m2!3d28.6828916!4d77.3232776!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEWluZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11xzwl329q?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
098186 63815",,"
plot no:9, Richmond Park, Sector 4, Sector 6, Vasundhara, Ghaziabad, Uttar Pradesh 201012","https://www.google.com/maps/place/Hunger's+Paradise/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbda98abb7e7:0x326f132099b99ca1!8m2!3d28.6637982!4d77.3751339!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11lr70t5_3?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
092893 50335","https://www.apnirasoi.co.in/","
C- 199, Block C, Jhilmil Colony, New Delhi, Delhi, 110095","https://www.google.com/maps/place/APNI+RASOI/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb17ebad23e9:0x3710fb55ee1f53a7!8m2!3d28.6683766!4d77.3120909!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBF25vcnRoX2luZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11ry74j4zx?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D","info@wbsite.com"
"Results","0% busy at 6 am.",,"
098103 74749",,"
M89G+X5P, Block A, A Block, Market, Block A, Surya Nagar, Ghaziabad, Uttar Pradesh 201011","https://www.google.com/maps/place/Maini+Restaurant/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb04bfffffff:0x31ea522d4190dc5e!8m2!3d28.6699742!4d77.3254659!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBF25vcnRoX2luZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F1tf7_zs1?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,,,"
Block C, Old Seemapuri, Delhi, 110095","https://www.google.com/maps/place/Prabhu+South+Indian+Corner/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbaa8480d5b9:0x2d0dfafc245ebac8!8m2!3d28.6807061!4d77.3295045!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBF3NvdXRoX2luZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F12hptk88f?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
079829 94654","https://kalimirch.in/","
Ground Floor, A191, near Bharat Mata Chowk, Main A-block, Shalimar Garden, Sahibabad, Ghaziabad, Uttar Pradesh 201005","https://www.google.com/maps/place/KALI+MIRCH+RESTAURANT+%26+CAFE/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb94a5ffd9bb:0xdaeb6287b9ea786d!8m2!3d28.6887415!4d77.3343267!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11l_5k2nbc?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
099105 94810",,"
F-326,Ground Floor, near Gurudwara, Block F, Old Seemapuri, Delhi, 110095","https://www.google.com/maps/place/King+Cock/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfbaa5d655185:0xa19a524d895d5bcc!8m2!3d28.681045!4d77.3289812!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEmJpcnlhbmlfcmVzdGF1cmFudOABAA!16s%2Fg%2F12hm_41xr?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
083770 58999",,"
New Karhera Colony, Mohan Nagar, Sahibabad, Ghaziabad, Uttar Pradesh 201007","https://www.google.com/maps/place/Hindon+Veg+restaurant/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb54b7ddc0ab:0xa3e8ba6c0d49892!8m2!3d28.6883928!4d77.3752711!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11m9zzzh63?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
099109 34269",,"
2nd Floor, Pacific Mall, near Sahibabad Industrial Area, Plot Alpha, Sahibabad Industrial Area Site 4, Sahibabad, Ghaziabad, Uttar Pradesh 201010","https://www.google.com/maps/place/The+Yellow+Chilli+-+Pacific+Mall,+Kaushambi/@28.6903469,77.195621,12z/data=!3m1!5s0x390cfb3ac3ec2653:0x9a73017cb871e3be!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb3ac2fb5d79:0x4b9ac18bf63f0213!8m2!3d28.6465644!4d77.3200581!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBF25vcnRoX2luZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F124sxw107?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
092110 00233","http://hippiebus.in/","
second floor, Sikha Galaxy Complex, market, near dav public school, Shreshtha Vihar, Anand Vihar, New Delhi, Delhi, 110092","https://www.google.com/maps/place/Hippie+Bus+cafe/@28.6903469,77.195621,12z/data=!3m1!5s0x390cfb163f9e9d99:0xb8c34afe564d9863!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfb6b9c3c2937:0xb97f80b2e88725d2!8m2!3d28.6573409!4d77.3171918!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBBGNhZmXgAQA!16s%2Fg%2F11c2pyc8lp?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
011 2258 9886",,"
L 238A, Dilshad Garden, near Pummy Sweet Corner, Dilshad Garden, Delhi, 110095","https://www.google.com/maps/place/Tandoor+Point/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfba87f862e4f:0x3d4f0b98ca4b53d4!8m2!3d28.6819004!4d77.320757!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBF25vcnRoX2luZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F1tmk6wqt?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","4.2 stars",,"
084474 30711","https://motimahal.in/","
A-16, Shop No. 1 Budh Bazar Road, Extn., Shalimar Garden Main Rd, Shalimar Garden, Sahibabad, Ghaziabad, Uttar Pradesh 201005","https://www.google.com/maps/place/Moti+Mahal+Restaurant/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfa5a40d187c1:0xd738c764c4e802ac!8m2!3d28.6887459!4d77.345696!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBEWluZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11clv7575v?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
"Results","0% busy at 6 am.",,"
098188 66444",,"
L 65A, Block L, Dilshad Garden, Delhi, 110095","https://www.google.com/maps/place/Prince's+Baba+Hotel+(we+dont+have+any+branch)/@28.6903469,77.195621,12z/data=!4m11!1m3!2m2!1srestaurants+near+me!6e5!3m6!1s0x390cfba8f674fddf:0xd917f79b947f15dd!8m2!3d28.6822392!4d77.3226041!15sChNyZXN0YXVyYW50cyBuZWFyIG1lIgOQAQFaFSITcmVzdGF1cmFudHMgbmVhciBtZZIBF25vcnRoX2luZGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F124t3m50x?entry=ttu&g_ep=EgoyMDI2MDMwOC4wIKXMDSoASAFQAw%3D%3D",
